name,year,stars,abstract
Ma-i pa-deo,(2007),6.9,Un soldado de Estados Unidos viene a Corea y rastrea a su padre biológico en la cárcel.
Geomeun jip,(2007),6.2,"Jun-OH, un agente de reclamaciones de seguros, se enfrenta a un cliente que sospecha de cometer asesinatos con la intención de recolectar primas de seguro."
Bareuge salja,(2007),7.4,"Las cosas se salen de control cuando Doman, ansia y santa a la policía de tráfico, se le hace a la obra el papel del ladrón de bancos en un programa de capacitación policial de intervención de robo."
Ga-myeon,(2007),6.3,"Los oficiales Kyung-Yoon Cho y EUN-Joo Park están en la caza de un asesino después del dúo de asesinatos espantosos.Las víctimas llevan un pasado militar común, y el secreto de su pasado debe desentenderse para encontrar al asesino."
Gidam,(2007),6.4,Una serie de horrorizantes eventos plagan un hospital coreano en la década de 1940.
Muoi,(2007),5.8,"""Muoi"" traza el camino de un escritor coreano que viaja a Vietnam en busca de historias para su segunda novela.Allí aprende sobre un misterio centrado alrededor de un espíritu vengativo centurial."
American Zombie,(2007),5,La foto documenta la vida cotidiana de una pequeña comunidad de los vivos fallecidos que hacen su hogar en Los Ángeles.
West 32nd,(2007),6.1,"Cuando John Kim, un abogado joven ambicioso, adquiere un caso profesional para exonerar a un niño de catorce años desde un cargo de asesinato de primer año, encuentra un mundo que nunca sabía que existía en la parte inferior de Manhattan, el inframundo coreano."
Du saram-yida,(2007),5.6,Este thriller espeluznante y sobrenatural gira en torno a la creencia paranoica de que aquellos queridos para ti quieren que te mueras.
Aliento,(2007),6.9,"Una historia de amor que involucra a un prisionero convicto que ""cae lentamente para una mujer que decora su celda de prisión""."
The Butcher,(II) (2007),4.5,La realización de una película de tabaco de las perspectivas de los asesinos y de las víctimas.
Gwangbokjeol teuksa,(2002),6.2,Dos internos escaparon con éxito su prisión solo para averiguar que están entre los que obtendrán la liberación temprana para el Día de la Liberación Nacional de Corea.Ahora tienen que volver a la prisión a tiempo para evitar mayhem más.
Ildan dwieo,(2002),5.7,"Película de comedia coreana. Los estudiantes de la escuela secundaria que se sobresaltan cuando una bolsa de dinero y un hombre muerto caen sobre su automóvil.Una vez que se dan cuenta de cuánto dinero está en la bolsa, renuncian a cualquier idea de llamar a la policía."
Mabeobui seong,(2002),4.5,Un joven exitoso que está comprometido a casarse se pone a aprender cómo satisfacer a su esposa en la cama antes del día de su boda.
Chaempieon,(2002),6.5,La verdadera historia del boxeador coreano Kim Duk-Koo.
Afrika,(2002),5.1,"4 Las mujeres jóvenes, surcoreanas han llegado a un callejón sin salida en sus vidas y van a un viaje por carretera juntos.Se encuentran 2 pistolas en el auto prestado y deciden jugar al criminales endurecidos, pronto teniendo a la policía y los pandilleros que los persiguen."
Hwiparam gongju,(2002),3.6,"Ji-Eun, miembro de la Troupe de la danza de Corea del Norte y la hija del líder de Corea del Norte, se escapa al sur después de una de sus presentaciones.Ansiosos por explorar la vida liberal en Seúl."
Ah yoo redi?,(2002),4.9,Seis adolescentes se pierden en un parque de diversiones y son arrojados a un mundo de fantasía.Luego deben enfrentar sus peores pesadillas.
Dodookmatgo motsala,(2002),6,"(Coreano con subtítulos en inglés) Un padre promedio de Joe coreano se enfrenta a un ladrón de expertos aburridos especializado en gadgetry de alta tecnología en esta thriller-comedy.A veces, el oponente más duro viene en el extraño de los paquetes."
YMCA Yagudan,(2002),6.4,Sobre la historia del béisbol en Corea en la edad de la ocupación forzada japonesa.
Hwajangshil eodieyo?,(2002),5.4,"La historia de Dong Dong, el dios de los inodoros públicos, así llamado porque nació y abandonó a su madre en un baño público y luego fue rescatada por las aguas residuales por su abuela."
Mudjima Family,(2002),7,Una combinación de tres cortometrajes de comedia separados.
Sajaseongeo,(2002),4.3,Un omnibus de 4 historias cortas y eróticas: historia 1- Wonjeok Woiseon Story 2- Macho Sanyang Ggundeul Story 3- Historia del cuerpo 4- Haji.
Seopeuraijeu,(2002),5.9,"El romance se desarrolla entre una niña y la novia de su amiga, cuando se le asigna para mantenerlo ocupado por un día."
2424,(2002),4.9,Un detective va encubierto para reventar a una organización subterránea responsable de joyas de contrabando ilegalmente.
Gudseura Geum-suna,(2002),6.4,La aventura de Geum-Sun con su bebé en una noche para salvar la vida de su marido.
Nakta(dul),(2001),6.2,"Un hombre transmitible en sus cuarenta y un conocido femenino.Hablan, comen, y aunque ambos están casados en otros lugares, tienen relaciones sexuales."
"Bus, jeong ryu-jang",(2002),6.1,Un hombre de treinta y dos años se enamora de un estudiante de secundaria de diecisiete años que ve en la parada de autobús todos los días.
Ku qi de nü ren,(2002),7,"Desesperado por apoyar a su familia y ganar suficiente dinero para sacar a su esposo de la cárcel, una mujer con un estilo de llanto inusual se convierte en un duende profesional."
Jukeodo joha,(2002),6.4,"Este romance atípico protagoniza a dos 70 actores que juegan a los amantes de los ancianos que se encuentran después de que sean viudos.Alplicar la controversia en Corea por su sexualidad explícita, la película aporta un ojo desagradable a la representación de las personas mayores olvidadas de la sociedad."
Jaemitneun yeonghwa,(2002),5.5,"Una parodia de películas coreanas recientes, incluida mi niña descarada, Swiri, Peppermint Candy, ataca la gasolinera y otros."
Boss sangrokjakjeon,(2002),4.2,Los hombres y las mujeres de la policía se visten como camareros y azafatas como parte de una operación encubierta para reventar un anillo de lavado de dinero.
4 balgarak,(2002),4.2,"La historia involucra a cuatro amigos que se convierten en mafiosos.A medida que avanza la película, ganan poder y eventualmente encuentran su camino a Seúl."
Nabi,(I) (2003),5.6,"Min-Jae deja a su amada EUN-Ji para ganar dinero.Cinco años después, se reúnen de nuevo, pero ahora es un Playboy y ella es una amante de un oficial militar.Sus reenciendas de amor."
Ijung gancheob,(2003),6.3,"Un diplomático de Corea del Norte defecta al sur durante la Guerra Fría, pero los surcoreanos tienen sus sospechas sobre si es un defector real o un doble agente."
Waildeu kadeu,(2003),6.6,Dos detectives investigan una cadena de horrores asesinatos en Seúl y cero en un líder de pandillas sádicas que lleva una bola y una cadena real.
Seonsaeng Kim Bong-du,(2003),6.5,"Un maestro intenta atraer a su puñado de estudiantes en una escuela pequeña y rural para que Seaúl para poder pasar a una escuela mejor.Sin embargo, sus esfuerzos hacia atrás, y su escuela se convierte en uno de los más altos clasificados en la nación."
"Jabondang seoneon: Mangukui nodongjayeo, chukcheothara!",(2003),5.7,"Una historia extraña y única sobre las capuchinas que pasan la mayor parte de sus veces, ya sea en el juego o el trato de los estudiantes de la escuela secundaria que venden sus cuerpos y las prostitutas."
Buleora bombaram,(2003),5.9,"Seon-Guk, es un escritor tacaño que se echa de su propia habitación cuando una anfitriona de la cafetería, Hwa-Jung se muda."
Gukhwaggot hyanggi,(2003),6.4,"Basado en la novela del mismo nombre, el aroma de amor crónicas varios años en la vida de un hombre y una mujer que nunca pudieron darse cuenta de su amor el uno por el otro."
Daehanminguk heonbeob je 1jo,(2003),5.7,"Acerca de KOH EUN-BI, una prostituta que quiere ser una congresista en una elección de Corea del Sur.¿La prostituta puede tener éxito?"
La esposa del buen abogado,(2003),6.2,"Aburrido, cachondo, y frustrado, una mujer comienza un asunto con un adolescente."
...ing,(2003),7.2,"Mi-Na, un estudiante de secundaria que vive solo con su madre, sueña con tener el novio perfecto.¿Pero puede algún hombre esperar vivir a su imagen de la pareja ideal?"
Hwangsanbul,(2003),5.6,"Los líderes de Baekje, Silla, Tang China y Goguryeo se reunieron para discutir por qué los reinos del Sur tienen que rendir homenaje a China."
Eunjangdo,(2003),5,"Shin Hee es una niña sexualmente conservadora que tiene un novio moriendo para dormir con ella.Surgió en una familia con un fuerte respeto por la virginidad de las niñas, tuvo que dejar a sus padres para estudiar en una universidad."
Naneun nareul pagoehal gwolliga itda,(2003),6.1,"S es un diseñador suicida que ayuda a las personas a suicidarse de acuerdo con un método de su propia elección.Cuando una mujer se mata a sí misma, su novio decide investigar, y descubre que está detrás del suicidio ..."
Run 2 U,(2003),4.7,"Un cantante de club japonés se encuentra en problemas con la Yakuza.Huye a Corea, donde conoce a un cantante de salón seductor."
O! Beu-ra-deo-seu,(2003),6,"La historia de dos hermanos, el más joven de los cuales tiene una enfermedad rara que hace que su cuerpo envejezca rápidamente mientras su mente todavía está en un estado preenogés."
Haepi ero Keurisemaseu,(2003),4.1,"Tanto un policía, que sueña con limpiar la ciudad de spa coreana de los pandilleros, y el jefe de gángster local está enamorado de la bolera de la bolera.¿Quién llega a pasar la Navidad / su cumpleaños con ella?"
Donghaemulgwa baekdusan,(2003),5.7,"Dos soldados de la Armada de Corea del Norte están accidentalmente derivándose hacia Corea del Sur después de quedarse dormidos durante un viaje de pesca.Rompió e incapaz de llegar a casa, ingresan a un concurso de canto cuyo gran premio es un viaje a Corea del Norte."
Seokkeul,(2003),5,"Un asesino en serie cuyo modus operandi incluye pintar diseños abstractos en sus víctimas antes de violar, matar y comerlos es capturado e interrogado por un fiscal de distrito endurecido."
Yeokdosan,(2004),6.6,La vida del luchador nacido en Corea.
Ballet gyoseubso,(2004),6.3,", quien, después de ser prohibido la lucha japonesa debido a sus orígenes étnicos, se convirtió en una sensación en los Estados Unidos en la década de 1950."
Hyojadong ibalsa,(2004),6.9,Cinco adolescentes de secundaria en su camino a la universidad.Pero gradualmente pasan por las luchas de la vida y terminan descubriendo quiénes son y qué es lo que realmente quieren en la vida.
Geunyeoreul midji maseyo,(2004),7,"Sigue a un presidente Barber, su esposa y su único hijo a través de cuatro décadas de tumultuosa historia coreana."
Superstar Gam Sa-Yong,(2004),6.8,"Mientras que un hombre está fuera de la ciudad, una conversión afirma ser su prometida y se mueve con su familia."
Annyeong! UFO,(2004),6.1,Un lanzador de alivio para el peor equipo de la liga increíble la oportunidad improbable de trabajar nueve entradas contra el lanzador de la estrella del mejor equipo de la liga cuando nadie más quiere enfrentarlo.
Mokponeun hangguda,(2004),5.5,Un conductor de autobús (Beom-soo Lee) con un amor por la música se enamora de uno de sus pasajeros (EUN-Ju Lee) que pasa a ser ciegos.
Geunyeoreul moreumyeon gancheob,(2004),5.9,Un detective va encubierto y posa como un gángster para infiltrarse a una poderosa organización criminal conectada a una gran oferta de drogas.
"Dalmaya, Seoul gaja",(2004),5.4,"Go-Bong tiene un enorme enamorado de Gye-pronto, quien trabaja en un restaurante de comida rápida sin saber que la chica que ama es un espía de Corea del Norte."
Gil,(2005),6.6,3 monjes hacen todo lo posible para ayudar al templo promoviéndolo al público y recaudando fondos a través de donaciones.Un equipo de 4 gángsters llega al templo que indica su necesidad de reclamarlo para un proyecto de reurbanización urbana.
Mai jeneoreisheon,(2004),6.4,"Un retrato de perdón, como un herrero mayor descubre que comparte un pasado secreto con una joven con problemas que se reúne en la carretera en Corea rural."
Gonggongui jeog 2,(2005),6,"Una película sobre los problemas de los jóvenes coreanos se tambalean en el borde de la pobreza, su lucha es sobrevivir a las deudas de montaje y la desesperanza de su situación."
Sa-kwa,(I) (2005),6.5,Un fiscal busca derribar un funcionario público corrupto.
Piteopaeneui gongshik,(2005),6.5,"Una mujer rompe con su novio de siete años.Devastada, se tira a sí misma a otra relación y decide casarse, solo para que su exboyfriend regrese a ella ..."
Taepungtaeyang,(2005),5.9,"Un adolescente se ocupa de la vida por su cuenta, ya que su madre se encuentra en un coma."
Noejeolgaesul,(2005),4.9,"Soyo, un adolescente tranquilo que fue abandonado por sus padres, ve su cambio de vida de humfrum cuando descubre la emoción de la patinaje en línea."
Mabeopsadul,(2005),6.8,"En un laboratorio subterráneo, se está llevando a cabo un experimento cerebral.En un área de minería de carbón abandonada, los acreedores de casinos están siendo asesinados.Aquellos que heredan crédito ahora están esperando para ingresar al casino."
Sunday Seoul,(2005),5.6,"Dos amigos de mucho tiempo que solían jugar en la banda ""Magices"" están sentados y bebiendo en el propio bar / cafetería de Jae-Sung, situados en lo profundo del bosque."
Dongbaek-kkot,(2005),5.5,Las historias de tres individuos diferentes en Corea del Sur: un estudiante de secundaria acosado;un asesino en serie;y un joven que busca venganza por su padre.
The Toy Warrior,(2005),6.7,Tres historias de la vida gay contemporánea en Corea del Sur.
Wanghu simcheong,(2005),6.9,"La tierra de juguetes es un mundo de imaginación pura, gobernada por la popular princesa de la muñeca Sherbet, pero cuando la misteriosa oscura amenaza el reino del juguete de Sherbet, se convierte en el mundo real en busca de un príncipe guerrero heroico ..."
Redeu-ai,(2005),4.8,Una joven princesa toma una decisión drástica para salvar la vista de su padre.
Hanbando,(2006),4.9,"Una historia sobrenatural sobre los eventos místicos que ocurren en el tren, que tuvo la ruta similar al tren que se estrelló hace muchos años."
Gamunui buhwal: Gamunui yeonggwang 3,(2006),5.1,"Un plan de reunificación coreano está molesto por una parcela de invasión japonesa, revelando un secreto de siglo y antiguo entre los países."
Yeon-ae-geu-cham-eul-soo-eop-neun-ga-byeo-woom,(2006),5.5,"Liderar por Matriarch Widow Hong Duk-JA, la familia Hong Gangster se convierte en legítimo, pero una cifra de sus vuelos pasados para socavar y arruinar su nuevo negocio popular."
Sam-geo-ri Geuk-jang,(2006),6.7,"Un joven es obligado por la convención para crecer, casarse y abandonar a sus amigos y amantes."
Jal sarabose,(2006),5.8,¡Una película de terror musical que te hará como musicales!Una niña trata de resolver el misterio de la desaparición de su abuela en un teatro embrujado.
"Peullai, daedi",(2006),6.6,"Durante los años 70, el gobierno coreano se preocupa por la superpoblación.Una mujer joven e idealista se designa un pueblo y va a predicar el Evangelio de Control de Población a los Aldeanos Tradicionales."
Gae oi neckdae sa yiyi chigan,(2006),6.7,"En su camino a China, donde se encuentra para reunirse con un primo perdido de larga data, Kim, un cineasta, se encuentra con una mujer joven, joven HWA.Cuando se conoce por segunda vez en un hotel, decide seguirla hasta Tae-Bak, donde se encuentra con su hermana."
Gaeulro,(2006),6.7,"El colapso de una tienda por departamentos perturba a una comunidad local, causando conflictos para algunos, y acercar a algunas personas más cerca que nunca."
Oldeumiseu Daieori geukjang-pan,(2006),6.4,"Choi Mi-JA, 32 años, cumple con el productor alto, joven, guapo, pero grosero, ji en la estación de televisión, donde trabaja como artista de doblaje y cae por encima de los talones para él."
Guseju,(2006),5.1,"Im Jung Hwan es un playboy de la familia rica.Es una mente simple que le gusta engañar, desperdiciando dinero para las chicas y vive su estilo de vida de Playboy.Aún no se ha graduado de la especialización de la universidad en drama después de nueve años."
Nebeonjjae cheung,(2006),5.3,Una mujer investiga una serie de muertes extrañas en su nuevo edificio de apartamentos.
"Saeng, nal-seon-saeng",(2006),4,Un playboy mimado acepta enseñar la escuela secundaria durante dos años para que pueda inherente la fortuna de su abuelo.
Aiseu-keki,(2006),6.4,"Al aprender de que su padre a quien pensó que estaba muerto está vivo y viviendo en Seúl, un niño vende bloques de hielo para financiar el viaje para reunirse con él."
Nae-boo-soon-hwan-seon,(2006),7.8,"Los residentes jóvenes de Seúl se encuentran, separados, esperan y sueñan por la línea de círculo interno del sistema de metro de Seúl."
Majimak babsang,(2006),5.8,"Una película surrealista sobre la ironía y la separación que explora los problemas sociales modernos, incluidas las preocupaciones de la contaminación y el medio ambiente y el colapso de los valores familiares."
Ssonda,(2007),6.7,"Después de que la esposa de Park Man-Su pide un divorcio, el vendedor conservador decide que ya no jugará por las reglas.Aunque una serie de contratiempos, MAN-SU se convierte en un fugitivo involuntario de la justicia."
Beautiful Sunday,(2007),5.8,Un violador y un COP corrupto comparten una conexión sorprendente.
Jochi Anihan-ga,(2007),6.6,"Una familia ordinaria pero excéntrica mantiene sus emociones en su verificación, y vive sus vidas individuales de tambor humano."
Heobeu,(2007),6.5,"Sang-Eun es una hermosa niña de 20 años que es mentalmente desafiada.Un día, ella pasa a conocer a un niño y se deleita a sí misma para pensar que es una bestia bajo el hechizo vicioso."
Haebuhak-gyosil,(2007),5.6,Las cosas extrañas comienzan a suceder después de un grupo de estudiantes MED diseccionar un cadáver.
M,(I) (2007),6.2,"Un joven escritor no puede escribir una palabra para su próxima novela, él tampoco se siente bien con su prometida;Porque se enamora de una mujer, pero no puede recordar quién es ella y no puede averiguar si es real o solo un sueño."
Sangsabuilche,(2007),4.8,"Con el acuerdo de libre comercio que se avecina entre los Estados Unidos y Corea del Sur, incluso una pandilla de la mafia piensa que debería ser más globalizado y profesional.Doo-shik es elegido para infiltrarse en una mega corporación y robar sus métodos de éxito."
Adeul,(2007),7,"Lee Gang-Sik se encuentra en la cárcel con una sentencia de vida debido al asesinato.Su buen comportamiento, los últimos 15 años le otorgan la oportunidad de ser lanzados por un día y visitar a su familia.Pero, ¿cómo será su hijo, a quien decepcionó durante 15 años, reaccionó?"
Choi-gang lo-maen-seu,(2007),5.7,Joven policía con fobia debilitante conoce a un joven periodista hiperactivo que complica su vida y su carrera siempre logrando hacer lo incorrecto.
Yonguijudo Miss Shin,(2007),5.7,"Para cuatro hombres diferentes, el hermoso pecado Min-Joo es el centro de sus mundos.Cuando descubren que ella se las llevan a todos jugados, este mundo de lujuria y la seducción comienzan a tomar un giro ridículo."
Sarangbang seonsoowa eomeoni,(2007),6.2,Una atractiva madre soltera alquila una habitación en su casa a una misteriosa desventaja que tiene planes nefiosos para estafarla.
Más allá de los años,(2007),6.6,Un drama centrado en músicos hermanos y hermanos entrenados para realizar los poemas épicos coreanos conocidos como Pansori.
Sa-rang,(2007),6.7,"El primer enamoramiento de un niño en una niña conduce a un viaje violento a través de su vida adulta.Pero, como decide ser feliz por una vez en la vida, el más amargo destino cruel saquea todo en su vida."
Ssa-woom,(2007),5.9,"Ji-Na y Sang-Min son una pareja divorciada.En lugar de ir a sus formas separadas, siguen tomando vengas entre sí."
Life Track,(2007),6.4,Una historia sobre las relaciones entre el hombre discapacitado Xiangshu y una niña sordonda en la carrera de la policía que se refugian en su tierra.
Kim-gwanjang dae Kim-gwanjang dae Kim-gwanjang,(2007),6.1,"Tres maestro de arte marcial con el mismo apellido, Kim.Competir entre sí para ganar el corazón de la niña hermosa, Yeon Sil."
Jugeodo haepi ending,(2007),6.6,"Una magnífica estrella de cine invita a cuatro hombres a una fiesta para elegir a su amante.Sin embargo, comienzan a ser asesinados y la situación se sale de control."
Seu-ka-woo-teu,(2007),7,"El talento de béisbol Scout Ho-Chang regresa a Gwangju, su antigua ciudad natal, para buscar un jugador extremadamente prometedor.Lamentablemente, su caza se lleva a cabo al mismo tiempo que las sangrientas manifestaciones de Gwangju de 1980."
Jeo-su-jie-seo geon-jin-chi-ta,(2007),5.8,"Una trama de venganza Je-Hwi había incubado contra Pyo Un niño que lo acosado desde la escuela secundaria con un extraño se reunió con Internet, comienza a crecer fuera de control con resultados crueles e impredecibles."
Backkom-eui Mug-jan Yeo-haeng,(2007),4.2,"Un joven tímido llamado Sam se hace amigo de un oso polar valiente llamado Bernard, quien le enseña que la mejor manera de superar sus miedos es reírse de ellos."
Popee,(2002),6.5,"Una historia sobre un director, quien, como un medio para afligir la pérdida de su popeee, decide hacer una película sobre su relación con la población junto con la de otras relaciones de perro / persona."
Ulralra siseuteojeu,(2002),4.8,"Cuatro mujeres forman una banda de Cheesy Girl para ayudar a salvar su mal club con dificultades llamado ""Lala"" de ser asumido por un propietario de un negocio rival."
Yeogiboda eodingae,(2007),5.6,"Veintiún, Su-Yeon quiere estar en algún lugar que no esté a ninguna parte."
Yeopgijeogin geunyeo,(2001),8,"Un joven ve un borracho, una mujer linda de pie demasiado cerca de las pistas en una estación de metro en Seúl y la empuja hacia atrás.Ella termina meterse en problemas repetidamente después de eso, comenzando en el tren."
Bad Guy,(2001),6.7,"Un gángster insensible busca arruinar la vida de una joven que lo rechazó.Él la fuerza a la prostitución y la espías sobre ella regularmente, entonces pronto comienza a caer por ella."
Musa,(2001),7.1,"1375. Nueve guerreros de Koryo, enviados exiliados por la China Imperial, la batalla para proteger a una princesa de ming china de las tropas mongolianas."
Failan,(2001),7.6,Un matrimonio de conveniencia entre un pequeño gángster y un inmigrante ilegal que nunca ha conocido tiene consecuencias imprevistas para ambos.
Jopog manura,(2001),6.4,La historia de cómo EUN-Jin (EUN-Kyung Shin) se convirtió en una leyenda en el inframundo surcoreano al derrotar a un ejército de gángsters.
Killerdeului suda,(2001),6.9,"Cuatro asesinos improbables realmente se preocupan por sus clientes y víctimas, mientras tanto, un fiscal está en su sendero."
Hwasango,(2001),6,"Violencia en la escuela secundaria coreana, especialmente dentro del Wonsango (Volcán High).No podrás escapar."
Hera Purple,(2001),4.4,"Una carrera contra el tiempo como grupo de detectives debe desbloquear el secreto detrás de una serie de asesinatos extraños cometidos por una mujer hermosa, una ninfa que seduce a los hombres y los mata durante el momento del éxtasis."
The Humanist,(2001),6.1,Tres amigos deben tratar de despejar sus nombres de asesinato al elevar 20 millones de dólares.
Doosaboo ilchae,(2001),6.2,"Ignorante DO-SHIK tiene que terminar la escuela secundaria antes de asumir el negocio de los gángsters familiares.Comienza en una escuela secundaria privada en Gangnam, Seúl.Disfrazado de 19 años, es intimidado."
Bomnaleun ganda,(2001),7.1,"Un ingeniero de sonido se enamora de un software de radio, después de que trabajen juntos en un proyecto que capture sonidos naturales."
Chingoo,(2001),7.3,"Cuatro amigos de la infancia van por las maneras separadas, dos se van a la universidad mientras los demás se convierten en madereros rivales."
Beonjijeompeureul hada,(2001),7,"Dos almas gemelas se encuentran solo para ser desgarradas por la tragedia.Sin embargo, ni siquiera la muerte puede mantenerlos separados ... ¿Pero puede destino?"
Sorum,(2001),5.8,Un misterio de 30 años de edad resurge y se hace cargo de las vidas de las personas que viven en un complejo de apartamentos extraños.
Cheonsamong,(2001),3.7,Un policía coreano (León Lai) acepta regresar a tiempo para rescatar a una mujer (EUN-Hye Park) que se parece a la belleza misteriosa que se niega a sus sueños.
Wanee & Junah,(2001),6.9,"Wanee, un animador joven, y Junah, un guionista, son amantes que llevan una vida tranquila juntos.Y un día, un viejo amigo de Wanee le paga una visita y desenreda los recuerdos ocultos de Wanee de su primer amor, a su hijastro."
Indian seommeo,(2001),6.2,Una mujer en juicio por su vida y un abogado que está decidido a salvarla a pesar de su negativa a ser salvado.
Norang meori 2,(2001),6.1,Dos mujeres siguen sus sueños en el lado de Seúl.
Sillaui dalbam,(2001),6.4,"Hace diez años, Gi Dong, Choi, el jefe de la pandilla de la escuela y Yeong Joon, Parque, el estudiante tímido, pero inteligente, establecido para la excursión escolar a Gyeongju.Experimentan un momento inolvidable en esa noche.Eso cambia su vida en absoluto."
Besame mucho,(2001),5.9,"Un hombre de Corea del Sur Casado con 4 niños se dispara por ser honesto.El mismo día, la casa de la familia, etc. se congela debido a haber garantizado el préstamo predeterminado de su hermano.La familia cambia durante el mes dada para pagar la deuda."
Paradise Villa,(2001),5.3,Las idas y venidas de un grupo excéntrico y a menudo lamentable se alojan en la villa del paraíso.
Ggot seom,(2001),6.5,Tres mujeres viajan a una isla rumorea que tienen poderes de curación.
Waikiki beuladeoseu,(2001),7,Los miembros de una banda de cobertura de viaje no van a ningún acuerdo con la amargura del crecimiento.
MOB 2025,(2001),3.3,"En un futuro cercano, varias facciones librarán una batalla secreta por el tesoro y el máximo límite."
Byeoljubu hero,(2001– ),5,Una pequeña tortuga y un conejo se apresuran a salvar un reino submarino.
Raybang,(2001),6.8,"Hae-Gon Kim, Jun-Hyeong Jo y Hak-Rak Choi juegan tres taxistas en Seúl que diseñan esquemas de dinero después de que uno de sus compañeros de trabajo desaparece con sus ahorros de vida."
Booking Sonata,(2001),4.8,"Flap es un gángster coreano-americano que llega a Corea y se hace amigos, un actor luchador llamado Seung-Hwan.Experimentan una cadena de stands de una noche hasta que Seung-Hwan se encuentra con Yeong-Ju e intenta hacerla renunciar a sus formas salvajes."
Área común de seguridad,(2000),7.8,"Después de un incidente de disparo en el borde norte / surcoreano, DMZ, deja a 2 soldados norcoreanos muertos, un equipo suizo neutral / sueco investiga, lo que realmente sucedió."
Seom,(2000),7,"Trabajar en un complejo de pesca en una ubicación idílica, pero rodeado de varias facetas de desagüe humano, una joven muda se enamora de un hombre en la carrera de la ley para cometer asesinato."
Bichunmoo,(2000),6.2,Una historia de barrido y épico de un guerrero de artes marciales que intenta desafiar un reino para estar con su amor.
Banchikwang,(2000),6.9,Un empleado de banco incompetente y incompetente decide convertirse en un luchador profesional.
Pares,(2000),7.1,"Dos estudiantes, separados en el tiempo, están capaces de hablar entre sí utilizando una radio amateur, una en 1979 y la otra en 2000."
La historia de Chunhyang,(2000),7.1,"El hijo de un gobernador se enamora y se casa con una hermosa niña, la hija de una cortesana.Su matrimonio se mantiene en secreto del gobernador que inmediatamente lo abandonaría si descubriera que su hijo se casó debajo de él."
Shilje sanghwang,(2000),5.9,"La película sigue a un artista surcoreano mientras busca sistemáticamente, y luego armas por sus enemigos reales o imaginados."
Il Mare,(2000),7.5,"En 1999, un actor de voz se mueve de Il Mare, una casa costera y deja una tarjeta de Navidad en su buzón (mágico).Un estudiante de arquitectura lo recibe en 1997, y comienza una amistad separada por 2 años."
Perro que ladra no muerde,(2000),7,Un profesor universitario de tiempo parcial inactivo está molesto por el sonido de yapping de un perro cercano.Él decide tomar una acción drástica.
Oh! Soo-jung,(2000),7,Relación llena de trampas entre un agradable productor de video femenino y propietario de una galería a medida que se envían en su banda de ilusiones.Serenata amarga-dulce para el cortejo moderno.
Gawi,(2000),5.2,Siete amigos morirán uno por uno por proteger un terrible secreto.¿Se puede detener un espíritu vengativo?
Anakiseuteu Anarchists,(2000),5.7,"Un grupo de anarquistas coreanos en la década de 1920, China está decidido a derrocar a los militares y al gobierno."
Daehakno-yeseo maechoon-hadaka tomaksalhae danghan yeogosaeng ajik Daehakno-ye Issda,(2000),4.2,Una chica de la escuela secundaria que se ilume como una prostituta es revivida como una máquina de asesinato después de que ella sea asesinada por su maestra.
Bimil,(2000),5.5,"Un agente de seguros borrachos derriba a una chica que resulta que tiene poderes paranormales, que pronto se desarrollan a un nivel peligroso e incontrolable."
Jakarta,(2000),6.6,"Una película de Heist sobre tres grupos de ladrones que planean de manera independiente Robar el mismo banco el mismo día, lo que no causa un final de pandemonium y confusión, ¿o lo hace?"
Libera me,(2000),5.8,Un incendiario está aterrorizando a Seúl y los investigadores de incendios están calientes en su sendero.
Interview,(2000),5.9,Un cineasta documental cae para uno de sus sujetos mientras la entrevista sobre su relación con su novio.
Siren,(2000),5.7,Es un drama sobre los bomberos en Corea.Dos personajes con personalidades opuestas discuten mientras actúan como héroes y luchan contra las mujeres.
Harpy,(2000),3.9,"Mientras filmaba una película de terror amateur, algunos de los miembros del club de cine de la escuela comienzan a actuar un poco extraño."
Kilimanjaro,(2000),6,"Hae-shik y Hae-Chul son hermanos gemelos, uno es un policía y el otro es un gángster.El policía se convierte en problemas cuando visita su ciudad natal porque todos lo tratan como el gángster."
Haengbokhan jangeuisa,(2000),6.5,"Una comedia de tres inadaptados con poca o ninguna dirección en la vida que contemplan ser asistentes de mortistas, a pesar del hecho de que nadie en su ciudad ha muerto en más de diez años."
01412 pasasingeum,(2000),5.2,Un juego de computadora lleva al camino a un mundo de fantasía y aventura.
Ju No-myeong Bakery,(2000),6.9,Un panadero cae para la esposa del amante de su esposa.
Bulhueui myeongjag,(2000),5.4,"En GI tuvo que abandonar sus sueños de convertirse en un director serio para pagar las deudas de sus padres para hacer dinero rápido, comenzó a dirigir películas porno suaves.Pero su sueño de hacer una obra maestra aún no ha muerto."
If,(2000),4.6,"El ureólogo, HA-YEONG, decide mostrarle a los hombres a su alrededor que ella no necesita un marido al elegir estar inseminada artificialmente."
Chimhyang,(2000),6.8,"Un joven novelista que se encuentra en casa del ejército, recibe aviso de la muerte de un viejo amante.Vuelve al lago donde una vez pasaron tiempo juntos, y se familiarizan con el propietario de una posada local."
La última primavera,(2014),6.8,"En Corea de Post War, un genio escultor se encuentra con un modelo aficionado."
Geudaen naui baempaieo,(2014),5.7,La vida va retorcida como un escenario.
Bulg-eun gajog,(2013),6.5,"Un grupo de espías norcoreanos, disfrazado de una familia ordinaria de Corea del Sur, trabaja como espías en Corea del Sur."
